model,sampler,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,fp_per_tp,train_time_sec,tn,fp,fn,tp
LightGBM,TomekLinks,9,0.82,0.6326530612244898,0.6326530612244898,0.6326530612244898,0.8274091093391,0.6038604318087432,0.5806451612903226,0.4299500959996294,133,18,18,31
LightGBM,TomekLinks,10,0.8,0.5957446808510638,0.5714285714285714,0.5833333333333334,0.8630896067036087,0.5897419113440141,0.6785714285714286,0.3188819209999565,132,19,21,28
LightGBM,TomekLinks,11,0.82,0.6129032258064516,0.76,0.6785714285714286,0.8462666666666667,0.5655983681555389,0.631578947368421,0.4008171650002623,126,24,12,38
LightGBM,TomekLinks,12,0.815,0.6274509803921569,0.64,0.6336633663366337,0.8793333333333333,0.5893724074450014,0.59375,1.0294389609998689,131,19,18,32
LightGBM,TomekLinks,13,0.825,0.6206896551724138,0.7346938775510204,0.6728971962616822,0.868766049466144,0.6101765577804811,0.6111111111111112,1.0695110440001372,129,22,13,36
LightGBM,TomekLinks,14,0.805,0.6190476190476191,0.5306122448979592,0.5714285714285714,0.836734693877551,0.6083527973499306,0.6153846153846154,0.5880432089998067,135,16,23,26
LightGBM,TomekLinks,15,0.835,0.6904761904761905,0.5918367346938775,0.6373626373626373,0.8238951209622922,0.60314454236898,0.4482758620689655,0.3846354320003229,138,13,20,29
LightGBM,ClusterCentroids,1,0.49,0.3219178082191781,0.94,0.47959183673469385,0.8442666666666667,0.6094364645626086,2.106382978723404,0.294796518000112,51,99,3,47
LightGBM,ClusterCentroids,2,0.585,0.36363636363636365,0.88,0.5146198830409356,0.834,0.6061649730653303,1.75,0.33069918699948175,73,77,6,44
LightGBM,ClusterCentroids,3,0.5,0.32167832167832167,0.9387755102040817,0.4791666666666667,0.8103797810514934,0.5095076074761988,2.108695652173913,0.28328956800032756,54,97,3,46
LightGBM,ClusterCentroids,4,0.5,0.32167832167832167,0.9387755102040817,0.4791666666666667,0.8215975131774563,0.6184872922292326,2.108695652173913,0.3102477550000913,54,97,3,46
LightGBM,ClusterCentroids,5,0.52,0.33093525179856115,0.9387755102040817,0.48936170212765956,0.8425462900391945,0.6037324268993902,2.0217391304347827,0.32190078500025265,58,93,3,46
LightGBM,ClusterCentroids,6,0.445,0.3032258064516129,0.94,0.4585365853658537,0.7866666666666667,0.613521019070746,2.297872340425532,0.3246483110006011,42,108,3,47
LightGBM,ClusterCentroids,7,0.435,0.29411764705882354,0.9,0.4433497536945813,0.7213333333333334,0.43115172223037757,2.4,0.2777016559994081,42,108,5,45
LightGBM,ClusterCentroids,8,0.605,0.3728813559322034,0.8979591836734694,0.5269461077844312,0.8099743208541695,0.5335346104989225,1.6818181818181819,0.3050881759991171,77,74,5,44
LightGBM,ClusterCentroids,9,0.515,0.32857142857142857,0.9387755102040817,0.48677248677248675,0.8174077578051088,0.5286945464556251,2.0434782608695654,0.3359715579999829,57,94,3,46
LightGBM,ClusterCentroids,10,0.43,0.3006134969325153,1.0,0.46226415094339623,0.8453845114204623,0.6228031163594399,2.326530612244898,0.32225223399927927,37,114,0,49
LightGBM,ClusterCentroids,11,0.48,0.3223684210526316,0.98,0.48514851485148514,0.8183999999999999,0.5277620392888835,2.1020408163265305,0.3598043450001569,47,103,1,49
